I,Q,U,V,P,ch5,pk1,pk2,pk3,pk4,fwhm1,fwhm2,fwhm3,fwhm4,proms1,proms2,proms3,proms4,d1,d2,d3,d4,st1,st2,st3,st4,rm1,rm2,rm3,rm4,ku1,ku2,ku3,ku4,sk1,sk2,sk3,sk4,s1,s2,s3,s4,ma1,ma2,ma3,ma4
122.6923,-0.0272,-0.2638,-0.1983,0.3311,220.1458,138.0000,99.0000,113.0000,110.0000,13.6000,11.0000,14.0000,4.2500,22.0000,11.0000,10.0000,5.0000,12.4139,0.1465,0.1778,0.3916,3.8771,0.0414,0.0597,0.1093,122.7522,0.0488,0.2720,0.2247,1.6832,2.3681,1.5674,2.2567,0.4178,-0.0958,0.3383,0.1346,1.0005,1.2433,1.0244,1.1410,0.1012,4.3973,0.6786,2.2330
123.9702,0.3304,-0.3377,-0.0845,0.4799,188.8400,96.0000,136.0000,96.0000,115.0000,7.5000,10.5000,6.5000,2.0000,4.0000,10.0000,6.0000,1.0000,13.9894,0.1883,0.2441,0.5241,4.5544,0.0641,0.0840,0.1763,124.0505,0.3358,0.3491,0.1940,1.7400,1.6195,2.4314,2.3174,-0.2446,-0.3386,-1.0038,-0.8545,1.0006,1.0180,1.0290,1.4194,0.1129,0.5763,0.7294,4.9761
123.5110,0.2417,-0.2456,0.1551,0.3779,193.9130,92.0000,122.0000,108.0000,82.0000,2.0000,4.0000,9.9167,2.0000,1.0000,2.0000,17.0000,1.0000,12.9278,0.1801,0.1500,0.3022,4.1934,0.0527,0.0445,0.0946,123.5791,0.2475,0.2501,0.1782,1.6899,1.9688,2.5492,1.8697,-0.0441,0.2507,-0.8934,-0.1856,1.0006,1.0224,1.0155,1.1572,0.1047,0.7523,0.6137,2.2292
123.2501,0.1634,-0.0739,0.2019,0.2700,211.4783,118.0000,115.0000,101.0000,70.0000,11.0000,11.0000,9.2500,6.0000,12.0000,4.0000,5.0000,3.0000,11.7211,0.1169,0.0812,0.1345,3.9414,0.0396,0.0210,0.0334,123.3103,0.1680,0.0773,0.2038,1.6660,1.8625,3.8311,3.2431,-0.1669,0.5648,-1.2777,-0.4749,1.0005,1.0277,1.0375,1.0131,0.0951,0.7249,1.1090,0.6733
123.8964,0.2234,-0.3031,-0.0040,0.3765,230.6667,102.0000,130.0000,105.0000,97.0000,11.5000,8.8333,5.0000,3.2500,13.0000,8.0000,3.0000,3.0000,13.1942,0.2829,0.2099,0.3568,4.0836,0.1044,0.0530,0.1091,123.9614,0.2447,0.3082,0.1075,1.8371,1.3738,4.1534,1.6595,-0.2036,-0.0752,-1.2441,-0.0595,1.0005,1.1017,1.0146,1.0953,0.1065,1.3545,0.6957,3.8843
124.3206,0.2514,-0.3855,-0.1726,0.4916,225.6429,101.0000,132.0000,102.0000,112.0000,6.2500,8.3750,14.8333,2.0000,5.0000,19.0000,16.0000,2.0000,15.7824,0.1083,0.1731,0.2469,4.8334,0.0351,0.0643,0.0577,124.4111,0.2535,0.3893,0.1825,1.8150,1.6849,1.2401,5.8583,0.0430,0.2310,0.1448,-1.8055,1.0007,1.0094,1.0134,1.0519,0.1270,0.4334,0.4538,1.4551
123.9274,0.1438,-0.4458,-0.3576,0.5894,212.4483,112.0000,117.0000,105.0000,129.0000,5.0000,6.0000,15.0000,8.6667,3.0000,5.0000,12.0000,16.0000,11.9506,0.1630,0.2429,0.1801,3.4991,0.0545,0.0978,0.0541,123.9751,0.1537,0.4561,0.3622,2.2052,1.9480,1.2577,2.0170,-0.5245,0.6654,-0.1834,-0.0255,1.0004,1.0669,1.0229,1.0110,0.0965,1.1693,0.5511,0.5056
126.1053,-0.0699,-0.1681,-0.2018,0.2718,178.5581,178.0000,98.0000,133.0000,117.0000,5.8333,31.0000,11.5000,5.5000,16.0000,17.0000,22.0000,7.0000,19.6567,0.1617,0.5570,0.5597,4.7907,0.0495,0.1749,0.1533,126.1941,0.0851,0.2401,0.2545,3.0110,1.8685,1.8670,2.3793,-0.1939,0.2242,0.0066,-0.5401,1.0007,1.1751,1.2056,1.2445,0.1559,2.5598,3.2152,3.2984
128.6402,-0.0358,-0.1965,0.0564,0.2076,204.2692,124.0000,98.0000,129.0000,92.0000,14.6667,4.0000,17.2500,11.2500,21.0000,2.0000,24.0000,9.0000,19.9763,0.1297,0.0842,0.1335,6.3012,0.0354,0.0281,0.0500,128.7886,0.0489,0.1996,0.0739,2.1649,4.0641,1.7028,1.3829,-0.6861,1.3671,-0.3025,0.2763,1.0012,1.0853,1.0097,1.3302,0.1554,3.0620,0.4280,3.2105
124.0788,0.0238,-0.5240,-0.4915,0.7188,209.8182,108.0000,101.0000,120.0000,135.0000,8.0000,2.0000,11.7500,1.0000,13.0000,2.0000,23.0000,1.0000,15.6173,0.1329,0.1273,0.3340,4.9628,0.0388,0.0372,0.1041,124.1735,0.0454,0.5258,0.5031,1.7463,2.6519,2.2733,2.3520,-0.0146,0.8198,-0.7017,-0.8389,1.0008,1.3824,1.0024,1.0211,0.1259,5.1002,0.2429,0.6846
127.7180,-0.0394,-0.0746,0.2144,0.2304,244.6522,127.0000,102.0000,128.0000,71.0000,16.0000,6.0000,11.6667,2.0000,18.0000,4.0000,16.0000,1.0000,20.7321,0.2326,0.1557,0.3270,6.7481,0.0766,0.0402,0.0909,127.8884,0.0843,0.0858,0.2280,1.9264,2.0130,4.2199,3.0093,-0.4951,0.5168,-1.4374,-0.9247,1.0013,1.1313,1.1249,1.0758,0.1624,3.4625,2.1595,1.6335
126.9400,0.2177,-0.3213,0.1429,0.4136,236.2333,91.0000,125.0000,116.0000,91.0000,11.5000,5.0000,14.5000,5.7500,7.0000,1.0000,11.0000,3.0000,17.9182,0.2401,0.0937,0.4118,5.8790,0.0748,0.0230,0.1045,127.0715,0.2305,0.3225,0.1748,1.7361,2.2180,5.1927,4.4504,-0.2966,0.7182,-1.6995,-1.4336,1.0010,1.0551,1.0025,1.0760,0.1412,1.1289,0.2917,2.7001
122.8945,0.1016,-0.3188,-0.0122,0.3348,183.7778,99.0000,106.0000,115.0000,94.0000,7.0000,8.0000,8.3333,3.0000,4.0000,4.0000,13.0000,4.0000,12.0481,0.0757,0.1206,0.1615,3.8170,0.0234,0.0356,0.0565,122.9505,0.1047,0.3210,0.0566,1.8791,1.9144,2.5552,1.4692,-0.4041,0.2890,-0.8403,0.1344,1.0005,1.0245,1.0059,1.1058,0.0981,0.7500,0.3790,3.4367
128.9388,-0.0528,-0.3533,-0.7334,0.8157,212.8654,194.0000,111.0000,110.0000,167.0000,20.1667,13.2500,7.0000,21.5000,68.0000,23.0000,5.0000,39.0000,30.8754,0.2349,0.1683,1.0492,10.6289,0.0600,0.0578,0.3599,129.3678,0.0777,0.3622,0.7956,1.6618,2.8313,1.5120,1.9866,0.5327,0.7732,0.3248,0.7304,1.0033,1.1499,1.0127,1.1185,0.2399,3.9798,0.4738,1.6413
130.4033,0.1888,-0.2517,-0.1791,0.3621,223.4231,128.0000,130.0000,105.0000,107.0000,7.0000,15.0000,15.6667,3.0000,9.0000,22.0000,18.0000,1.0000,22.7721,0.0858,0.1825,0.3051,7.6193,0.0311,0.0650,0.0972,130.6172,0.1906,0.2608,0.2077,1.9780,1.8081,1.5695,1.9135,-0.6086,-0.6481,-0.2744,-0.4809,1.0016,1.0131,1.0312,1.1254,0.1748,0.4596,0.7332,1.7704
128.1348,-0.0634,-0.3345,-0.0608,0.3459,212.4167,109.0000,100.0000,144.0000,109.0000,5.0000,8.0000,9.2500,7.5000,4.0000,7.0000,27.0000,8.0000,23.3361,0.1656,0.2311,0.1949,7.6484,0.0584,0.0647,0.0547,128.3534,0.0847,0.3393,0.0821,1.6377,1.4581,2.6912,2.2207,-0.1193,0.2531,0.8201,-0.2010,1.0017,1.2185,1.0179,1.2328,0.1823,2.9068,0.7003,3.4787
124.0893,0.1619,-0.1898,-0.0249,0.2507,199.5769,120.0000,118.0000,99.0000,89.0000,7.5000,11.0000,16.5000,5.0000,12.0000,8.0000,6.0000,2.0000,13.5216,0.1223,0.1177,0.1193,4.3288,0.0401,0.0350,0.0353,124.1619,0.1663,0.1934,0.0432,1.6893,1.9025,2.0350,2.4955,-0.1702,-0.4997,-0.3563,-0.7597,1.0006,1.0292,1.0161,1.4102,0.1090,0.7690,0.6238,5.2811
122.9688,0.1194,-0.2624,-0.2333,0.3709,237.7619,126.0000,110.0000,100.0000,105.0000,6.1667,9.5000,6.0000,2.0000,10.0000,6.0000,3.0000,1.0000,10.6606,0.0610,0.2324,0.1228,3.3370,0.0164,0.0794,0.0253,123.0119,0.1205,0.2737,0.2348,1.9247,2.5492,1.5811,5.8017,-0.2365,0.4952,-0.2986,-1.2248,1.0004,1.0089,1.0426,1.0056,0.0867,0.5133,0.9048,0.5273
123.0478,0.0249,-0.3994,-0.4410,0.5955,185.5500,117.0000,99.0000,114.0000,121.0000,5.5000,2.0000,9.8333,7.2500,2.0000,2.0000,18.0000,3.0000,12.1724,0.1412,0.1148,0.1633,3.8324,0.0408,0.0411,0.0532,123.1045,0.0474,0.4011,0.4456,1.8386,3.3925,1.4000,1.8204,-0.4175,1.1773,0.2866,-0.3810,1.0005,1.4663,1.0050,1.0068,0.0989,5.5649,0.2884,0.3703
125.2845,0.1474,-0.3498,-0.1417,0.4052,213.2581,107.0000,113.0000,109.0000,104.0000,18.0000,5.0000,6.0000,6.0000,15.0000,4.0000,20.0000,4.0000,14.7116,0.1425,0.0928,0.1102,4.2286,0.0439,0.0238,0.0324,125.3536,0.1549,0.3512,0.1463,2.3867,2.1708,3.0027,2.2478,-0.7162,0.7334,-0.5561,-0.6526,1.0006,1.0412,1.0022,1.0246,0.1175,0.9769,0.2650,0.7812
125.9007,0.1547,-0.3508,-0.1776,0.4226,184.3929,117.0000,123.0000,116.0000,116.0000,3.0000,8.5000,21.8333,27.7500,2.0000,11.0000,24.0000,21.0000,17.2006,0.1949,0.3233,0.2444,4.7105,0.0687,0.0798,0.0635,125.9872,0.1699,0.3583,0.1878,1.9407,1.4498,4.3452,2.0723,-0.1265,-0.0589,1.4600,-0.0826,1.0007,1.0915,1.0253,1.0614,0.1367,1.3223,0.9406,1.4308
124.1216,0.1197,-0.4708,-0.4873,0.6881,203.2222,112.0000,116.0000,105.0000,135.0000,6.0000,11.5000,17.0000,9.4167,9.0000,14.0000,13.0000,11.0000,14.2900,0.0775,0.1570,0.2584,4.8020,0.0215,0.0406,0.0922,124.2110,0.1210,0.4716,0.4957,1.6673,2.3015,5.0178,1.5158,-0.1380,-0.3306,1.7514,-0.3606,1.0007,1.0156,1.0036,1.0171,0.1152,0.6562,0.3347,0.5347
126.7651,0.1659,-0.4749,-0.3025,0.5870,200.5806,100.0000,121.0000,109.0000,130.0000,8.0000,18.5000,20.5000,7.0000,10.0000,16.0000,15.0000,2.0000,17.6520,0.0370,0.3051,0.5335,5.4597,0.0100,0.0926,0.1551,126.8788,0.1660,0.4833,0.3393,2.1150,2.3310,1.9798,2.0343,-0.6768,0.2348,0.3533,-0.1691,1.0009,1.0017,1.0183,1.1195,0.1393,0.2236,0.6491,1.9006
133.9287,-0.0572,-0.3088,0.1535,0.3495,196.1875,104.0000,106.0000,159.0000,103.0000,15.2500,8.6667,18.2000,13.7500,9.0000,14.0000,47.0000,15.0000,33.5979,0.2232,0.1473,0.1868,11.0302,0.0593,0.0445,0.0434,134.3680,0.0791,0.3098,0.1570,1.6889,3.2827,2.8427,3.2138,-0.0685,0.9863,1.0410,-0.2526,1.0033,1.1260,1.0101,1.0392,0.2513,3.5401,0.4832,1.2659
133.1451,0.0791,-0.3892,-0.2530,0.4709,206.5610,133.0000,119.0000,130.0000,135.0000,14.5250,9.5000,24.6000,12.3333,35.0000,12.0000,35.0000,28.0000,33.1852,0.2329,0.1506,0.2532,9.7486,0.0721,0.0370,0.0856,133.4929,0.1094,0.3931,0.2658,1.9416,2.1553,2.8342,1.3955,0.2100,0.5205,-0.3848,-0.1222,1.0026,1.2631,1.0044,1.0548,0.2496,3.2095,0.3857,1.0346
129.3459,0.1611,-0.3121,-0.1082,0.3675,199.6389,118.0000,122.0000,116.0000,105.0000,10.7500,11.5000,25.2917,11.0000,19.0000,10.0000,35.0000,6.0000,23.5321,0.1439,0.1046,0.4105,6.7049,0.0383,0.0348,0.0997,129.5148,0.1671,0.3142,0.1487,2.2451,2.8157,1.4906,4.5808,-0.3707,0.9066,-0.0047,-1.3937,1.0013,1.0266,1.0060,1.3328,0.1821,0.8951,0.3360,4.5001
133.1558,0.0710,-0.1293,-0.4339,0.4583,197.6552,186.0000,125.0000,102.0000,129.0000,14.7167,12.3333,10.5000,8.6667,61.0000,18.0000,12.0000,20.0000,32.9148,0.1987,0.2803,0.3038,11.1814,0.0751,0.0892,0.1090,133.6083,0.1034,0.1598,0.4456,1.5820,1.4732,1.9248,1.3969,-0.1125,0.4143,-0.5332,0.1353,1.0034,1.3946,1.1963,1.0302,0.2476,3.7975,2.3577,0.7138
122.3408,0.2112,-0.2703,-0.0550,0.3474,175.5484,111.0000,121.0000,98.0000,94.0000,5.5000,15.0000,9.0000,11.5000,6.0000,12.0000,5.0000,8.0000,12.2192,0.1303,0.0978,0.2422,3.5933,0.0315,0.0276,0.0705,122.3919,0.2131,0.2717,0.0891,1.8566,4.5865,2.5384,1.8414,0.0587,-1.4068,0.7381,-0.4138,1.0004,1.0107,1.0050,1.3381,0.0999,0.6217,0.3626,4.6948
123.1223,0.2008,-0.6190,-0.4434,0.7875,220.0476,84.0000,117.0000,109.0000,135.0000,5.0000,7.0000,10.4167,8.2500,1.0000,5.0000,15.0000,7.0000,11.1654,0.0825,0.1491,0.1257,3.6720,0.0274,0.0484,0.0379,123.1745,0.2032,0.6208,0.4455,1.8094,1.7565,1.6388,1.8625,-0.3704,-0.2910,0.2102,-0.1008,1.0004,1.0087,1.0029,1.0035,0.0907,0.4116,0.2412,0.2836
123.3325,0.2290,-0.3629,-0.0830,0.4371,233.9091,99.0000,121.0000,102.0000,95.0000,6.5000,11.5000,14.3333,3.0000,7.0000,8.0000,10.0000,1.0000,12.9042,0.0559,0.1839,0.1862,4.1365,0.0154,0.0619,0.0601,123.3987,0.2296,0.3692,0.1032,1.8230,2.0817,1.9286,1.6080,-0.3791,-0.0006,-0.6106,-0.1494,1.0005,1.0022,1.0137,1.2165,0.1047,0.2444,0.5084,2.5992
124.6050,0.1849,-0.5055,-0.4026,0.6721,191.4800,96.0000,121.0000,106.0000,131.0000,6.0000,7.5000,11.0000,9.0000,6.0000,7.0000,12.0000,15.0000,12.8651,0.1312,0.0680,0.0700,4.5899,0.0396,0.0202,0.0221,124.6861,0.1890,0.5056,0.4035,1.5941,1.6841,2.1284,1.7117,-0.3204,0.1497,-0.2532,0.0689,1.0007,1.0217,1.0008,1.0014,0.1033,0.7172,0.1347,0.1739
125.4836,0.2586,-0.1200,-0.3367,0.4412,199.8571,148.0000,133.0000,84.0000,109.0000,15.5000,11.2500,4.0000,11.0000,22.0000,15.0000,1.0000,13.0000,17.2152,0.1985,0.1628,0.1601,5.8001,0.0629,0.0573,0.0555,125.6128,0.2659,0.1320,0.3392,1.5279,2.3635,1.6390,1.5691,0.0326,-0.8825,-0.3378,0.2896,1.0010,1.0281,1.1054,1.0131,0.1373,0.7804,1.4448,0.4814
125.7865,0.2011,-0.3977,-0.0371,0.4471,212.9130,91.0000,124.0000,112.0000,109.0000,6.0000,10.2500,11.5833,2.5000,4.0000,13.0000,11.0000,2.0000,17.7107,0.0934,0.1865,0.3155,5.6185,0.0341,0.0649,0.1006,125.9065,0.2037,0.4043,0.1066,1.7884,1.4754,2.1598,2.0282,-0.3466,0.2220,-0.8509,-0.5018,1.0010,1.0137,1.0125,1.2567,0.1409,0.4682,0.4699,4.3092
126.8026,0.2599,-0.3657,-0.3465,0.5669,191.8571,111.0000,135.0000,96.0000,123.0000,7.5000,15.5000,11.7500,12.0000,7.0000,21.0000,11.0000,9.0000,19.3248,0.0847,0.1078,0.3702,6.1984,0.0232,0.0414,0.1397,126.9496,0.2601,0.3686,0.3765,1.7760,3.2764,1.2494,1.4608,0.0452,-1.0440,-0.1070,-0.3324,1.0012,1.0039,1.0062,1.0745,0.1525,0.3275,0.2952,1.0985
121.9133,0.2199,-0.3054,-0.2582,0.4564,247.3056,121.0000,129.0000,86.0000,109.0000,19.3750,9.5000,4.0000,3.0000,29.0000,8.0000,2.0000,2.0000,11.2331,0.2662,0.2521,0.1593,2.8901,0.0877,0.0881,0.0499,121.9466,0.2356,0.3186,0.2635,2.6844,1.6450,1.5503,1.7853,0.6727,0.4086,-0.2727,-0.1278,1.0003,1.0750,1.0394,1.0179,0.0922,1.2632,0.8394,0.6211
126.9668,0.1974,-0.4445,-0.3395,0.5931,199.2564,107.0000,126.0000,109.0000,127.0000,18.5000,18.0000,10.0000,8.5000,12.0000,14.0000,8.0000,8.0000,20.3035,0.1310,0.1035,0.4685,6.5430,0.0481,0.0314,0.1251,127.1310,0.2034,0.4464,0.3628,1.7160,1.2932,2.8631,2.2690,0.0252,0.1112,-0.9776,-0.3818,1.0013,1.0284,1.0024,1.0635,0.1600,0.6722,0.2327,1.4206
123.8041,0.2538,-0.0700,0.3596,0.4457,199.8421,105.0000,126.0000,103.0000,63.0000,4.0000,8.5000,7.5000,2.0000,2.0000,11.0000,14.0000,2.0000,14.6443,0.0979,0.0401,0.2573,5.0976,0.0253,0.0099,0.0725,123.9035,0.2549,0.0706,0.3652,1.6262,3.0845,3.5241,3.1343,-0.0555,-0.6486,-0.8882,-1.0112,1.0008,1.0047,1.0095,1.0192,0.1183,0.3869,0.5764,0.7262
122.9009,0.2238,-0.1755,0.0954,0.3000,208.6000,108.0000,121.0000,100.0000,77.0000,5.0000,11.5000,12.0000,4.0000,1.0000,9.0000,12.0000,2.0000,11.7243,0.0313,0.1717,0.2626,4.0030,0.0080,0.0519,0.0788,122.9635,0.2239,0.1831,0.1209,1.5387,2.5560,2.6010,1.9803,-0.0589,0.4399,-0.9228,-0.3195,1.0005,1.0006,1.0410,1.1736,0.0954,0.1397,0.9948,2.8713
127.5845,-0.0641,-0.0405,-0.2962,0.3058,200.7273,173.0000,98.0000,110.0000,100.0000,9.8000,3.0000,10.3333,3.0000,25.0000,1.0000,15.0000,2.0000,22.4470,0.3253,0.1746,0.2703,7.3481,0.1058,0.0500,0.0764,127.7863,0.1203,0.0651,0.3078,1.6942,1.9908,2.5475,3.5258,-0.1316,0.5079,-0.6448,-1.2304,1.0016,1.1292,1.3257,1.0308,0.1761,3.3745,4.4100,0.9180
122.2530,0.0981,-0.4223,-0.1267,0.4517,219.1852,91.0000,105.0000,123.0000,108.0000,1.0000,9.0000,9.3333,5.0000,1.0000,2.0000,20.0000,4.0000,11.3679,0.1135,0.0985,0.2835,3.7092,0.0370,0.0254,0.0988,122.3072,0.1055,0.4226,0.1609,1.6501,1.7821,3.5027,1.5471,0.2423,-0.2103,0.9248,-0.1535,1.0004,1.0652,1.0017,1.2534,0.0930,1.1907,0.2336,2.7433
123.8762,0.1782,-0.3888,-0.2639,0.5025,194.9259,112.0000,121.0000,107.0000,114.0000,5.7500,2.0000,13.1667,8.5000,3.0000,1.0000,20.0000,8.0000,14.0957,0.2255,0.1947,0.2406,4.4681,0.0774,0.0731,0.0671,123.9538,0.1945,0.3957,0.2738,1.7326,2.3022,1.5802,2.4631,0.1209,0.8774,-0.4585,-0.5259,1.0006,1.0862,1.0169,1.0302,0.1138,1.3121,0.5046,0.9190
126.1787,0.1851,-0.4082,-0.2125,0.4961,217.7317,103.0000,126.0000,117.0000,112.0000,11.0000,8.3333,14.6667,7.0000,10.0000,16.0000,26.0000,6.0000,21.5820,0.1648,0.1469,0.4681,6.4691,0.0497,0.0357,0.1113,126.3404,0.1929,0.4110,0.2430,2.0321,2.0081,2.6544,2.7719,0.5817,-0.1125,-0.3186,-0.1654,1.0013,1.0340,1.0037,1.1213,0.1712,0.9000,0.3594,2.3446
124.7750,0.1500,-0.4106,-0.4095,0.5990,187.1000,113.0000,113.0000,102.0000,123.0000,11.8750,4.0000,12.0000,6.5000,13.0000,2.0000,12.0000,8.0000,13.3889,0.1175,0.0802,0.1260,4.3523,0.0338,0.0217,0.0299,124.8471,0.1545,0.4116,0.4112,1.9604,3.1708,3.0759,4.3649,-0.5262,1.1197,-0.8754,-1.1364,1.0006,1.0235,1.0013,1.0025,0.1073,0.7873,0.1952,0.3076
123.5521,0.1651,-0.3348,-0.1770,0.4132,216.8889,104.0000,118.0000,105.0000,113.0000,6.7500,6.0000,8.5000,1.0000,5.0000,8.0000,13.0000,1.0000,13.1368,0.1248,0.1896,0.4179,4.5231,0.0425,0.0743,0.1427,123.6302,0.1702,0.3423,0.2258,1.6688,1.4207,1.3534,1.8529,-0.2388,0.0277,0.0934,-0.5552,1.0006,1.0308,1.0230,1.2670,0.1064,0.7682,0.5736,2.7903
124.8304,0.0936,-0.2772,-0.3247,0.4371,178.3684,131.0000,109.0000,104.0000,117.0000,12.5000,10.0000,12.0000,13.2500,16.0000,4.0000,18.0000,9.0000,13.6733,0.1695,0.2348,0.2513,4.0930,0.0413,0.0832,0.0761,124.8958,0.1031,0.2884,0.3330,2.2947,3.1248,1.5729,1.7177,-0.7598,0.6504,0.5314,0.2564,1.0005,1.0884,1.0432,1.0264,0.1096,1.8758,0.8710,0.7856
131.4524,-0.0228,-0.3598,-0.4203,0.5537,214.8000,146.0000,104.0000,130.0000,148.0000,10.6667,10.0000,15.6667,7.9167,32.0000,7.0000,34.0000,12.0000,30.7642,0.1699,0.4508,0.6291,9.9300,0.0572,0.1408,0.2285,131.8145,0.0593,0.3850,0.4726,1.7358,1.5377,1.8122,1.4718,0.1046,0.1783,-0.3729,0.0800,1.0028,1.1055,1.0717,1.1366,0.2344,3.4035,1.3033,1.6568
127.1034,0.1237,-0.3727,-0.2408,0.4607,209.1250,122.0000,114.0000,112.0000,137.0000,12.3333,6.0000,21.0000,2.0000,28.0000,5.0000,17.0000,1.0000,18.3304,0.1456,0.4623,0.8354,5.6615,0.0445,0.1676,0.2556,127.2255,0.1326,0.4103,0.3512,2.2767,2.6991,1.5117,2.1874,-0.7207,1.0666,-0.2347,-0.5493,1.0010,1.0593,1.0922,1.3253,0.1443,1.1952,1.2946,3.9666
124.9315,0.1540,-0.1859,-0.0686,0.2509,189.5833,120.0000,118.0000,100.0000,98.0000,18.7083,10.7500,14.5000,1.0000,17.0000,11.0000,10.0000,1.0000,14.1533,0.0817,0.1759,0.2812,4.6555,0.0250,0.0478,0.0925,125.0146,0.1560,0.1922,0.1140,1.9450,1.7356,3.7112,2.2654,-0.4713,-0.3422,-1.2195,-0.8850,1.0007,1.0126,1.0310,1.4951,0.1133,0.5337,0.9572,5.2185
124.7106,0.2664,-0.4265,-0.2936,0.5823,224.6000,106.0000,129.0000,97.0000,114.0000,2.5000,11.2500,13.6667,2.0000,2.0000,11.0000,12.0000,1.0000,14.3995,0.1038,0.1212,0.3117,4.7952,0.0370,0.0378,0.0952,124.7990,0.2685,0.4286,0.3109,1.7397,1.4580,2.3946,2.8575,-0.3597,-0.4209,-0.8966,-0.9870,1.0007,1.0093,1.0038,1.0483,0.1155,0.3922,0.2843,1.0749
123.1933,0.1155,-0.2695,-0.2897,0.4122,201.8462,122.0000,112.0000,96.0000,106.0000,18.5000,13.0000,6.2500,8.0000,14.0000,8.0000,3.0000,3.0000,11.5428,0.1337,0.1050,0.1431,3.6625,0.0375,0.0230,0.0444,123.2457,0.1207,0.2710,0.2933,1.8669,3.5000,6.2387,1.5475,-0.3622,-1.2885,-1.6353,0.0207,1.0004,1.0500,1.0035,1.0112,0.0937,1.2072,0.3895,0.4961
124.2320,0.0696,-0.2367,-0.0735,0.2575,177.6000,120.0000,101.0000,114.0000,109.0000,7.5000,4.0000,19.0000,3.0000,12.0000,1.0000,23.0000,1.0000,14.2775,0.1908,0.2005,0.5619,3.9579,0.0525,0.0705,0.1821,124.2929,0.0878,0.2470,0.1938,2.2098,2.2031,1.8462,2.0075,-0.2056,0.2898,-0.5776,-0.5541,1.0005,1.2307,1.0419,1.2512,0.1150,3.2549,0.8634,4.1906
125.5807,0.2903,-0.2204,0.0132,0.3647,231.6905,111.0000,141.0000,96.0000,93.0000,16.5000,20.0000,15.0000,14.0000,10.0000,27.0000,13.0000,8.0000,18.0126,0.2233,0.1489,0.3028,5.6881,0.0703,0.0493,0.0757,125.7064,0.2959,0.2243,0.0759,1.4624,2.1801,1.7441,2.3536,-0.0551,-0.6730,0.3925,0.1288,1.0010,1.0287,1.0244,1.1928,0.1435,0.7893,0.6890,5.3881
125.5452,0.2300,-0.4552,-0.4902,0.7074,178.1304,124.0000,128.0000,98.0000,135.0000,2.0000,11.0000,13.0000,6.0000,1.0000,8.0000,17.0000,3.0000,15.3719,0.2421,0.1233,0.5421,4.9628,0.0901,0.0342,0.1915,125.6390,0.2460,0.4552,0.5271,1.8124,1.5724,2.5581,1.8802,-0.3062,-0.3260,0.5835,-0.6655,1.0007,1.0711,1.0027,1.0698,0.1225,1.1009,0.2719,1.1388
127.9141,0.1678,-0.4354,-0.2598,0.5341,209.5000,114.0000,124.0000,111.0000,123.0000,10.3333,12.5000,18.0000,8.0000,17.0000,8.0000,18.0000,5.0000,20.1743,0.2290,0.1066,0.4470,6.4729,0.0856,0.0328,0.1388,128.0724,0.1886,0.4380,0.2952,1.8686,1.4666,2.1488,1.8175,-0.4806,0.2195,-0.6753,-0.3311,1.0012,1.1175,1.0027,1.1277,0.1578,1.4512,0.2444,1.8395
128.4573,0.0933,-0.3570,-0.2205,0.4299,223.1724,114.0000,115.0000,118.0000,112.0000,15.5000,6.0000,14.1667,8.0000,14.0000,5.0000,20.0000,5.0000,19.9428,0.1710,0.0977,0.2437,6.4671,0.0452,0.0332,0.0820,128.6144,0.1043,0.3597,0.2384,1.8045,3.8838,1.8516,1.5950,-0.3615,1.3338,-0.5020,0.0322,1.0012,1.1053,1.0042,1.0624,0.1553,1.8996,0.2733,1.1245
122.5878,0.1284,-0.2961,-0.1234,0.3455,184.4483,108.0000,117.0000,106.0000,103.0000,14.2500,4.0000,14.5000,16.0000,7.0000,3.0000,6.0000,15.0000,11.7841,0.2346,0.1162,0.1272,3.2642,0.0849,0.0374,0.0392,122.6298,0.1535,0.2978,0.1286,2.2540,1.6521,1.8691,2.2793,-0.1637,0.4533,0.3829,0.7484,1.0003,1.1913,1.0077,1.0482,0.0961,2.0391,0.3948,1.0697
125.5865,0.1172,-0.2992,0.0690,0.3286,232.1429,101.0000,113.0000,118.0000,95.0000,11.5000,5.7500,18.5000,8.2500,9.0000,3.0000,18.0000,5.0000,15.4664,0.1472,0.1572,0.1629,4.7415,0.0450,0.0545,0.0528,125.6728,0.1261,0.3044,0.0858,1.9518,3.2409,1.6675,1.6861,-0.2409,1.2237,0.4637,0.3895,1.0007,1.0679,1.0158,1.2464,0.1232,1.2858,0.5290,2.8305
123.6684,0.1356,-0.3989,-0.1833,0.4595,200.2778,102.0000,111.0000,111.0000,108.0000,7.0000,9.0000,8.5000,3.0000,10.0000,5.0000,14.0000,1.0000,12.3148,0.0605,0.0632,0.1767,4.2134,0.0195,0.0198,0.0547,123.7362,0.1375,0.3999,0.1914,1.7382,1.7618,1.7488,2.7234,-0.2694,-0.0934,0.2623,-0.9831,1.0005,1.0096,1.0012,1.0410,0.0996,0.4462,0.1584,0.9800
